321530307285225472,1071537648,"News Ticker: Healthcare Puts the Hurt on Small Business - http://t.co/gnF4w65Jwg http://t.co/Xrdhph2NC8"
321530324070830081,564966360,"@WilEarn good"
321530328290324480,197589216,"@nugzy It's a good thing too Babe, I don't like falling of the toilet etc & cracking my head open from a seizure.  Seizures Suck."
